Title,Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Socioeconomic,Privacy,Miscellaneous,,Bug Report,Feature Request,User Experience,Other
Violation of basic rights,"Government basically said, show us pictures of where you are every couple of hours and give us permission to track your location all the time. If you don‚Äôt want to accept, no worries, we will forcefully quarantine you in a place of our choosing for 14-28 days.",1,"  Violation of basic rights Government basically said, show us pictures of where you are every couple of hours and give us permission to track your location all the time. If you don‚Äôt want to accept, no worries, we will forcefully quarantine you in a place of our choosing for 14-28 days.  ",,,,,,,,,1,,,,,,1
Cross-country operability?,"Great to see Denmark adopting a privacy oriented and efficient from technological perspective solution. 

My questions for all governmental apps using google/Apple Covid 19 api is if there is cross country and border communication?
In other words if a citizen of another country that uses a similar app based on the api visits Denmark and then later tests positive for COVID 19 will danish citizens get a notification?  And of course vice versa - for Danish citizens traveling abroad.

It will be great to know if this functionality is limited to the local country issuing the app or works worldwide.",5," Cross-country operability? Great to see Denmark adopting a privacy oriented and efficient from technological perspective solution. 

My questions for all governmental apps using google/Apple Covid 19 api is if there is cross country and border communication?
In other words if a citizen of another country that uses a similar app based on the api visits Denmark and then later tests positive for COVID 19 will danish citizens get a notification?  And of course vice versa - for Danish citizens traveling abroad.

It will be great to know if this functionality is limited to the local country issuing the app or works worldwide. ",,,,,,,1,,1,,,,,,1
Anbefales,"Virker fornuftig med databeskyttelse.
Vigtigt værktøj i kamp mod covid19",5,"Recommended Seems sensible with data protection.
Important tool in the fight against covid19",,,,,,,,,1,,,,,,1
Hvorfor kun sidste nye iOS?,"Ville da gerne installere app’en, men man skyder da sig selv i foden fra start, ved ikke at give folk med ældre styresystemer muligheden. Det bør laves om.",1,Why only the latest iOS? Would like to install the app  but you then shoot yourself in the foot from the start  by not giving people with older operating systems the opportunity. It should be redone.,,,,,,,,1,,,,,,,1
Virker ikke for mange Ældre,"Virker ikke,hvis  man ikke har Nem if,og det er der mange ældre der ikke har",1,Does not work for many Elderly Does not work if you do not have Easy if  and many older people do not,,1,,,,,,,,,,,,,1
English version is good to have,Could you add English version. Thanks,5,English version is good to have Could you add English version. Thanks,,,,,,1,,,,,,,1,,
Nemt og vigtigt,God brugervenlighed og datasikkerhed,5,Easy and important Good user-friendliness and data security,,,,,,,,,1,,,,,1,
Drop den - det er en strømsluger.,"Derudover virker det ikke logisk, at den ikke registrere udlændinge (som jeg tilfældigvis kan sidde 3 timer sammen med i et tog).",1,Drop it - it's a power eater. In addition  it does not seem logical that it does not register foreigners (who I happen to be able to sit with in a train for 3 hours).,,,,,,,1,,,,,,,1,
Virker ikke på ældre iPhones,"Min far har en IPhone 5s, og der virker det ikke, da appen kræver IOS 13.5, som ikke understøttes på ældre mobiler. Ærgerligt, da flere borgere så bliver afskåret fra at kunne bruge appen og undgå øget smittespredning",1,Does not work on older iPhones My father has an IPhone 5s and it does not work as the app requires iOS 13.5 which is not supported on older mobiles. It is a pity  as more citizens are then cut off from being able to use the app and avoid increased spread of infection,,,,,,,,1,,,,,,,1
Endeligt kan udenlandsdanskere være med!,Vi er mange der bor i udlandet men rejser til og fra Danmark så det er herligt at vi endeligt må være med.,5,Finally  foreign Danes can join! We are many who live abroad but travel to and from Denmark so it is great that we finally get to join.,,,,,,,1,,,,,,,,1
EU???,"1.)
Smitte stop bruger kun i Danmark.
Mange dansker rejser til EU-lande.
Det er vigtigt, smitte-stop kan bruge i EU-lande. 

2.)
Også bruger Apple Watch smitte-stop app.
Husk app kan bruge gamle version til watch Series 1, 2, 3, 4, 5

3.)
Ingen vibration",2,"EU ??? 1.)
Infection stops use only in Denmark.
Many Danes travel to EU countries.
It is important that infection control can be used in EU countries.

2.)
Also  Apple Watch uses infection-stop app.
Remember the app can use old version to watch Series 1  2  3  4  5

3.)
No vibration",,,,,,,1,,,,,,1,,
Virker ikke for mange Ældre,"Virker ikke,hvis  man ikke har Nem if,og det er der mange ældre der ikke har",1,Does not work for many Elderly Does not work if you do not have Easy if  and many older people do not,,1,,,,,,,,,,,,,1
"Simple, but lacks English and German version","Simple app, but lacks a English and German version as we are opening the boarders. Should be fixed quickly.",3,Simple  but lacks English and German version Simple app  but lacks a English and German version as we are opening the boarders. Should be fixed quickly.,,,,,,1,,,,,,,1,,
"Simple, but lacks English and German version","Simple app, but lacks a English and German version as we are opening the boarders. Should be fixed quickly.",3,Simple  but lacks English and German version Simple app  but lacks a English and German version as we are opening the boarders. Should be fixed quickly.,,,,,,1,,,,,,,1,,
Only in Danish,"I wish it was translated in English too, for internationals living in Denmark... but hey, it is Denmark, not Italy: Immuny (the Italian app) works in English too... I wish this app was translated :( 3/5 stars just because of ignoring minorities like foreigners, is very bad!",3,Only in Danish I wish it was translated in English too  for internationals living in Denmark... but hey  it is Denmark  not Italy: Immuny (the Italian app) works in English too... I wish this app was translated :( 3/5 stars just because of ignoring minorities like foreigners  is very bad!,,,,,,1,,,,,,,,,1
Only danish language,I was expecting English version at least for such important app. Not only danes live in danmak. I believe it is difficult to use the app for the single language interface.,1,Only danish language I was expecting English version at least for such important app. Not only danes live in danmak. I believe it is difficult to use the app for the single language interface.,,,,,,1,,,,,,,,,1
Dejlig privat.,God løsning der måske også vil kunne være god til andre sygdomme end COVID-19. God at privatlivet forbliver privat.,5,Lovely private. Good solution that may also be good for diseases other than COVID-19. Good that privacy remains private.,,,,,,,,,1,,,,,,1
Typisk dansk,Hvor er det typisk lige at glemme muligheden for engelsk. #pinligt,4,Typical Danish Where is it typically just to forget the possibility of English. #pinligt,,,,,,1,,,,,,,,,1
Rigtig fin app men ...,"Det en rigtig fin app, men er lidt ked af at 14% af mit batteri dagligt bruges af denne app/teknologi.",4,Really nice app but ... It's a really nice app  but I'm a little sad that 14% of my battery is used daily by this app / technology.,,,,1,,,,,,,,,,1,
Only in Danish,I wish it’s also in English it will help a lot of none danish leaves in Denmark.,4,Only in Danish I wish it’s also in English it will help a lot of none danish leaves in Denmark.,,,,,,1,,,,,,,,,1
Indbygget manglende udbredelse,"Da den anvendte teknologi kræver de nyeste IOS versioner er brugere af ældre iPhones afskåret fra brug af app og dermed fra at bidrage til sporing. 
Man må håbe, at superspredere alle besøges af folk med nyere mobilos!!",2,"Built-in non-proliferation As the technology used requires the latest iOS versions  users of older iPhones are barred from using the app and thus from contributing to tracking.
One must hope that super spreaders are all visited by people with newer mobiles !!",,,,,,,,1,,,,,,,1
